id,title,description,availability,condition,price,link,image_link,brand,category
SKU11,portland cement,Portland Cement is the most widely used cement in the construction industry. It is a general purpose cement that has consistent product quality and quality assurance; good early strength development as well as good workability and slump retention. It is suitable for a variety of applications such as concreting for,in stock,new,445.6,https://ytlcement.my/product/portland-cement,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_05_02_6913509c35.jpg,ytl cements,Bulk cement
SKU12,quickcast,Quickcast is a specially manufactured Fly Ash blended cement. It is produced by adding controlled amounts of Fly Ash to the requisite proportions of clinker and gypsum during the grinding process. This intergrinding process ensures homogeneity and consistency in the quality of Quickcast. Quickcast is a specially manufactured Fly Ash,in stock,new,460,https://ytlcement.my/product/quickcast,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/QUICKCAST_dda789c8d5.jpg,ytl cements,Bulk cement
SKU13,roadcem,RoadCem is a specialised cementitious road binder designed to meet the needs of a wide range of stabilisation and road recycling projects. It provides strength; stability; and durability to projects and is suitable for Cold In-Place Recycling (CIPR) works; embankment stabilisation and slope protection; in-situ stabilisation; and more. RoadCem is,in stock,new,520,https://ytlcement.my/product/road-cem,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_02_00d2707a12.jpg,ytl cements,Bulk cement
SKU14,sulphate resisting cement,Sulphate Resisting Cement is specially manufactured with low C3A content. It is designed to give maximum protection against corrosion caused by sulphate. This helps protect steel reinforcements inside concrete structures; preventing it from cracking and spalling due to corrosion. It is a high-quality cement made for concrete structures that come,in stock,new,500,https://ytlcement.my/product/sulphate-resisting-cement,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_03_ef2ab1f2fe.jpg,ytl cements,Bulk cement
SKU15,oil well cement,Oil Well Cement is used for the cementing of oil wells. It is specially formulated with thickening characteristics necessary for pumping into oil wells. It is able to withstand high pressure and temperature for Oil and Gas applications. Oil well cement is a specialty cement used to fill the void,in stock,new,650,https://ytlcement.my/product/oil-well-cement,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_04_470676c9df.jpg,ytl cements,Bulk cement
SKU16,ecobuild,EcoBuild is our eco-friendly concrete with OPC replacement ranging from 20% to 55%. This innovative formulation effectively reduces CO₂ emissions. EcoBuild also minimizes thermal cracking by producing less heat of hydration during curing. Additionally; it exhibits exceptional resistance to chloride; sulphate; and alkali-silica reactions; making it ideal for use in,in stock,new,299.9,https://ytlcement.my/product/ecobuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_09_64f061ca54.jpg,ytl cements,ECOConcrete™
SKU17,aquabuild,AquaBuild is our pervious concrete pavement solution. It is specially formulated to direct stormwater off streets; parking surfaces; driveways; and walkways. AquaBuild is a sustainable pavement solution that combines the durability of concrete with advanced drainage technology.,in stock,new,340,https://ytlcement.my/product/aquabuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_06_c4ecbf9210.jpg,ytl cements,ECOConcrete™
SKU18,decobuild,DecoBuild is our collection of aesthetic concrete floor and pavement solutions for both internal and external applications. They combine beautiful designs with practicality and durability. We have a range of designs to choose from: -DecoBuild Line -DecoBuild Print -DecoBuild Stone -DecoBuild Exposed,in stock,new,360,https://ytlcement.my/product/decobuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_07_460b240819.jpg,ytl cements,ECOConcrete™
SKU19,flowbuild pro,FlowBuild Pro is our self-consolidating concrete that provides solutions and opportunities for design. It helps reduce effort on site during concrete placement; accelerates the concrete placement process; eliminates the need for vibration; provides high surface quality; and results in high quality fill for vertical components. With its high slump; the,in stock,new,380,https://ytlcement.my/product/flowbuild-pro,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_08_cc1a68a48b.jpg,ytl cements,ECOConcrete™
SKU20,superbuild,SuperBuild is an innovative concrete formulation with high compressive strength; offering numerous benefits in the construction industry. Its remarkable strength allows for the utilization of smaller load-carrying elements; leading to improved design flexibility and enhanced durability of structures. By employing SuperBuild; architects and engineers can create buildings with more efficient,in stock,new,350,https://ytlcement.my/product/superbuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_11_794a53c1d0.jpg,ytl cements,ECOConcrete™
SKU21,coolbuild,CoolBuild is designed to reduce the temperature differential between the core and surface subsequent to concrete placement; thereby mitigating the risk of cracking. CoolBuild's composition not only addresses this critical concern but also exhibits exceptional resistance against the damaging effects of chloride; sulphate; and alkali-silica reactions; bolstering its durability and,in stock,new,330,https://ytlcement.my/product/coolbuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_10_7505139a4d.jpg,ytl cements,ECOConcrete™
SKU22,flowbuild,FlowBuild is our high slump flow concrete solution that boasts remarkable workability without the need for additional water. This distinctive characteristic provides construction teams with enhanced productivity and improved quality throughout their projects. The good workability of FlowBuild allows for seamless pouring and placement; facilitating efficient construction processes. With its,in stock,new,320,https://ytlcement.my/product/flowbuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_12_05bcb7d13c.jpg,ytl cements,ECOConcrete™
SKU23,fairbuild,FairBuild is a specially designed concrete mix that combines structural integrity with a refined visual finish; ideal for projects where both performance and appearance are key. Its formulation eliminates the need for surface treatments such as plastering or painting; offering a clean; smooth; and modern finish straight from the formwork.,in stock,new,340,https://ytlcement.my/product/fairbuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_17_ba30b4e98b.jpg,ytl cements,ECOConcrete™
SKU24,rapidbuild,RapidBuild is a high early strength concrete that offers good workability; pumpability; placing quality; and durability. Its high performance characteristics allow for fast turnaround and increased construction site efficiency. Builders can expedite project timelines; reduce construction time; and optimize resource utilization; resulting in improved productivity and cost savings. Additionally; RapidBuild,in stock,new,360,https://ytlcement.my/product/rapidbuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_13_a7ebd9842c.jpg,ytl cements,ECOConcrete™
SKU25,flexbuild,FlexBuild is our extended slump retention concrete to improve slump retention; eliminating the need for job site re-tempering or addition of High Range Water Reducers. It maintains the workability of concrete for a longer time; which is helpful for supplies to remote areas and allows for extended discharge times. The,in stock,new,330,https://ytlcement.my/product/flexbuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_15_6abc2d3710.jpg,ytl cements,ECOConcrete™
SKU26,fibrebuild,FibreBuild is our fibre reinforced concrete solution; meticulously designed to enhance structural robustness; tensile strength; and load-bearing properties. FibreBuild significantly improves the concrete's ability to withstand tension; resulting in a more robust and resilient material. Furthermore; FibreBuild provides practical benefits such as reducing the formation of cracks; improving durability; and,in stock,new,345,https://ytlcement.my/product/fibrebuild,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/workingfile3_14_93fe28458d.jpg,ytl cements,ECOConcrete™
SKU27,designated concrete,Concrete for various common applications; including housing; structures; and other construction. This concrete is used in various applications; such as housing; structures; and other construction.,in stock,new,299.9,https://ytlcement.my/product/designated-concrete,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Designated_Concrete_1_e3d97349cb.jpg,ytl cements,Designated Concrete
SKU28,ecosand™,ECOSand™ is a high quality; cubical-shaped fine aggregate that is an ideal substitute for natural sand. ECOSand™ is our high-quality manufactured sand. We use a Vertical Shaft Impactor to produce these cubical-shaped fine aggregates that is ideal for ready-mixed concreting; and precast concrete applications. By using ECOSand™; environmentally destructive sand,in stock,new,52.6,https://ytlcement.my/product/eco-sand,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/ECO_Sand_2ac63ba137.jpg,ytl cements,ECOSand™
SKU29,single-sized and graded aggregates,Our crushed aggregates range from 10mm to 20mm in size and are produced using Vertical Shaft Impactor. These are ideal in making concrete precast; asphalt; and other construction products. Our crushed aggregates range from 10mm to 20mm in size; and are produced using a Vertical Shaft Impactor. Ideal for concrete,in stock,new,42.4,https://ytlcement.my/product/single-sized-and-graded-aggregates,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/VIV_00502_a272152b38.png,ytl cements,Coarse Aggregates
SKU30,ballast,Ballast consists of durable and wear-resistant granite with large (40mm to 50mm size) angular pieces that lock together.,in stock,new,42.4,https://ytlcement.my/product/ballast,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Rectangle_386_a549917d61.png,ytl cements,Coarse Aggregates
SKU31,crusher run,This quarry product is made up of a combination of crushed rocks and stone dust to create a very low-void content subbase aggregate. It is available in two sizes: 20mm and 40mm. It is suitable to be used during the construction of roads; retaining walls; and rail tracks.,in stock,new,26,https://ytlcement.my/product/crusher-run,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Rectangle_387_785e06878a.png,ytl cements,Coarse Aggregates
SKU32,chipping (10mm),Our chipping products are specifically made for the premix industry; and for construction in congested spaces. The fine aggregate is consistent in quality; making it suitable for ready-mix concrete; concrete precast; and premix.,in stock,new,26,https://ytlcement.my/product/chipping-10mm,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Artboard_1_copy_2_2x_100_3_1_da75086198.jpg,ytl cements,Coarse Aggregates
SKU33,aggregates 14mm and 28mm,Our aggregates are specially produced for specific requirements. It offers consistent quality to be used to make premix.,in stock,new,42.4,https://ytlcement.my/product/aggregates-14mm-and-28mm,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Aggregates_14mm_and_28mm_2_bdae2f262b.jpg,ytl cements,
SKU34,bespoke products (customised),We produce customised products made for specific requirements. <u>Armour Rock</u> Our armour rocks offer consistent quality; and are specially produced for erosion protection; landscaping; embankment construction; and shore protection. <u>Stone Column</u> Stone columns are crushed coarse aggregates of various sizes and ratio that can be used to enhance the load,in stock,new,399.9,https://ytlcement.my/product/bespoke-products-customised,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Artboard_1_2x_100_44_2_3e96daa9e4.jpg,ytl cements,Coarse Aggregates
SKU35,quickrender-s1 (387-s1),QuickRender-S1 (387-S1) is a high quality; versatile premixed mortar with high bonding strength that offers 2-in-1 function – bricklaying and plastering. It is suitable for internal and external applications. QuickRender-S1 (387-S1) is a high quality; versatile premixed mortar with high bonding strength that gives 2-in-1 functionality – bricklaying and plastering.,in stock,new,20.5,https://ytlcement.my/product/quickrender-s1-387-s1,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/387_S1_37b58e2223.jpg,ytl cements,ECODrymix™
SKU36,thin-joint mortar (362),Thin-Joint Mortar (362) is a high-performance premixed cementitious adhesive mortar with high adhesive strength. It is designed for jointing Aerated Lightweight Concrete (ALC) blocks.,in stock,new,29,https://ytlcement.my/product/thin-joint-mortar-362,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/362_27809e8c02.jpg,ytl cements,ECODrymix™
SKU37,quickplast (399 / 397),QuickPlast (399 / 397) is a polymer-modified plastering cement with better workability and high water retention properties to improve crack control. It is designed for brick and block walls; and is suitable for internal and external applications.,in stock,new,26.7,https://ytlcement.my/product/quickplast-399-397,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/399_9d9a938756.jpg,ytl cements,ECODrymix™
SKU38,spatterdash (390),Spatterdash (390) is a high-performance; polymer-modified premixed mortar designed as a mechanical key coat to enhance bonding on block walls and reinforced concrete surfaces. It increases substrate roughness; promoting superior mechanical adhesion for plaster or render. Suitable for both interior and exterior applications; it ensures strong and lasting bonding strength,in stock,new,23.85,https://ytlcement.my/product/spatterdash-390,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Website_Spatterdash_390_e4812aad77.png,ytl cements,ECODrymix™
SKU39,quickrender+ (387+),QuickRender+ (387+) is a high-performance polymer-modified; premixed mortar with excellent adhesion and textured finish. It is designed for concrete walls; and all types of block walls. It is an ideal solution for wall alignment work that requires thicker undercoat application. It is suitable for internal and external applications.,in stock,new,22.5,https://ytlcement.my/product/quickrender-plus-387-plus,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/387_346bacfa28.jpg,ytl cements,ECODrymix™
SKU40,thin plaster+ (386+),Thin Plaster+ (386+) is a high-performance polymer-modified; premixed mortar with excellent adhesion and semi-smooth finish for thicker applications. It is designed for concrete walls; and all types of block walls. It is suitable for internal and external applications.,in stock,new,23.85,https://ytlcement.my/product/thin-plaster-plus-386-plus,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/386_6abfc8b74a.jpg,ytl cements,ECODrymix™
SKU41,quickrender (387),QuickRender (387) is a high-performance polymer-modified; premixed mortar with high adhesion. It gives a textured finish for thin applications; and; is designed for concrete walls and all types of block walls. It is suitable for internal and external applications.,in stock,new,20.5,https://ytlcement.my/product/quickrender-387,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/387_c0e7dd5df1.jpg,ytl cements,ECODrymix™
SKU42,thin plaster (386),Thin Plaster (386) is a high-performance polymer-modified; premixed mortar with high adhesion and semi-smooth finish for thin applications. It is designed for concrete walls; and all types of block walls. It is suitable for internal and external applications.,in stock,new,20.5,https://ytlcement.my/product/thin-plaster-386,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/386_ac6869a96f.jpg,ytl cements,ECODrymix™
SKU43,base grey (380),Base Grey (380) is a polymer-modified; water-resistant; cementitious skim coating (base coat) that is grey in colour. It is designed for surface improvement on cement rendered surfaces; undercoat for concrete surfaces; block walls; and ceilings. It gives; perfect levelling that results in a final smooth-finish skim coat. It is suitable,in stock,new,19.9,https://ytlcement.my/product/base-grey-380,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/380_1d256b6a0e.jpg,ytl cements,ECODrymix™
SKU44,base white (385),Base White (385) is a polymer-modified; water-resistant; cementitious skim coating (base coat) that is white in colour. It is designed for surface improvement on cement rendered surfaces; undercoat for concrete surfaces; block walls; and ceilings. It gives; perfect levelling that results in a final smooth-finish skim coat. It is suitable,in stock,new,21.7,https://ytlcement.my/product/base-white-385,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/385_bcadff0ac1.jpg,ytl cements,ECODrymix™
SKU45,quickskim (388),QuickSkim (388) is a high-performance polymer-modified; water-resistant; cementitious skim coating (finish coat) that is off-white in colour. It is formulated for good workability; adhesion; durability; and smooth finishes. It is suitable for internal applications.,in stock,new,20.9,https://ytlcement.my/product/quickskim-388,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/388_e5188ea0ee.jpg,ytl cements,ECODrymix™
SKU46,quickskim+ (388+),QuickSkim+ (388+) is a high-performance; polymer-modified; water-resistant cementitious skim coat with an off-white finish. Specially formulated for enhanced flexibility and water repellence; it helps protect against efflorescence and mould growth. Designed for excellent workability; adhesion; and durability; QuickSkim+ (388+) is suitable for both internal and external applications.,in stock,new,22.9,https://ytlcement.my/product/quickskim-388-plus,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/w388_5740659f29.png,ytl cements,ECODrymix™
SKU47,finish white (382),Finish White (382) is a high-performance polymer-modified; water-resistant; cementitious skim coating (finish coat) that is off-white in colour. It is formulated for good workability; adhesion; durability; and smooth finishes. It is suitable for internal application.,in stock,new,25.9,https://ytlcement.my/product/finish-white-382,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/382_a753edd602.jpg,ytl cements,ECODrymix™
SKU48,quickcoat+ (389),QuickCoat+ (389) is a high-performance polymer-modified; hydrophobic; cementitious exterior skim coat (finish coat). It is specially formulated to have improved flexibility and good water repellence to protect against cracks and efflorescence. It is suitable for rendered walls; concrete walls; and ceilings; and provides excellent protection against the building envelope.,in stock,new,38.9,https://ytlcement.my/product/quickcoat-plus-389,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/389_e45c8e164c.jpg,ytl cements,ECODrymix™
SKU49,liquidrender 2000 (f),LiquidRender 2000 (F) is a high-performance; ready-to-use hydrophobic coating designed for finishing skim applications. This polymer-modified skim coat delivers a thin; refined layer with a marble-like smooth finish; perfect for protecting interior surfaces. Specially formulated with high flexibility and water-repellent properties; it accommodates minor surface movements to minimise the risk,in stock,new,45,https://ytlcement.my/product/liquidrender-2000-f,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Liquid_Render_2000_F_dfcaf8a711.png,ytl cements,Repair solutions
SKU50,liquidrender 2000 (c),LiquidRender 2000 (C) is a high build water-based and ready-for-use premixed polymer render for quick and easy thin surface refinements that has a sandstone textured finish. It is specially formulated to protect against cracks; mould; and efflorescence with its high flexibility; and water repellence. It can also be used to,in stock,new,45,https://ytlcement.my/product/liquidrender-2000-c,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Liquid_Render_2000_C_797f49c254.png,ytl cements,ECODrymix™
SKU51,floor screed (383),Floor Screed (383) is a high-quality; ready-to-use; pre-packed mortar. This premixed; cementitious floor screed is specially formulated for use on concrete slabs. It is also highly durable; and helps to minimise cracks due to shrinkage; making it ideal for floor levelling.,in stock,new,20.85,https://ytlcement.my/product/floor-screed-383,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/383_bda3707ab0.jpg,ytl cements,ECODrymix™
SKU52,superbond (369),Superbond (369) is a high performance polymer-modified premixed cementitious wall and floor tile adhesive that gives flexibility; slip resistance; and more. Superbond (369) is a high-performance polymer-modified; premixed; cementitious wall and floor tile adhesive that gives excellent bonding strength; flexibility; slip resistance; and extended open time. It is suitable for,in stock,new,39.9,https://ytlcement.my/product/superbond-369,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Super_Bond_369_58d90452af.png,ytl cements,ECODrymix™
SKU53,tile adhesive+ (361+),Tile Adhesive+ (361+) is a polymer-modified; premixed cementitious wall and floor tile adhesive. It offers excellent bonding strength; slip resistance; and extended open time for easier tile placement. Tile Adhesive+ (361+) is suitable for medium to large wall and floor tiles.,in stock,new,27.9,https://ytlcement.my/product/tile-adhesive-361,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/w361_af2e35a8a2.png,ytl cements,ECODrymix™
SKU54,tile adhesive (361),Tile Adhesive (361) is a polymer-modified premixed cementitious wall and floor tile adhesive for excellent bonding strength; slip resistance; and extended open time. Tile Adhesive (361) is a polymer-modified; premixed; cementitious wall and floor tile adhesive. It has excellent bonding strength; slip resistance; and extended open time. Tile Adhesive (361),in stock,new,23.9,https://ytlcement.my/product/tile-adhesvie-361,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Tile_Adhesive_361_00f04afb35.png,ytl cements,ECODrymix™
SKU55,thick-bed adhesive (363),Thick–Bed Adhesive (363) is a polymer-modified; premixed; cementitious floor tile adhesive that results in excellent bonding strength; and extended open time. It is specially designed for thicker bedding on floor slabs to save the hassle required to precisely level floors beforehand. It is suitable for small to medium wall and,in stock,new,25.9,https://ytlcement.my/product/thick-bed-adhesive-363,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/363_4a1e13d316.jpg,ytl cements,ECODrymix™
SKU56,readyfix (360),ReadyFix (360) is a polymer-modified; premixed; cementitious adhesive for interior floor and wall bonding of small to medium ceramic tiles. It is easy to use and offers good workability; bonding strength; and durability.,in stock,new,13.9,https://ytlcement.my/product/readyfix-360,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/360_f4d692c34e.jpg,ytl cements,ECODrymix™
SKU57,tile grout,Tile Grout is a high-performance; unsanded; cementitious-based grout. Our improved formula reduces water absorption; and enhances abrasion resistance. It can be used for grouting joints of up to 2mm.,in stock,new,18.9,https://ytlcement.my/product/tile-grout,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/TILEGROUT_98091e07bd.jpg,ytl cements,ECODrymix™
SKU58,liquidbond 3000,LiquidBond 3000 is a high-performance synthetic latex admixture formulated to enhance the performance and durability of cementitious mixes. It improves adhesion to a wide range of substrates while increasing flexural strength; abrasion resistance; and water repellency. Suitable for use as a direct bonding agent or as an additive in mortar;,in stock,new,65,https://ytlcement.my/product/liquidBond-3000,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/w_LB_3_K20_L_31bd74ef72.png,ytl cements,ECODrymix™
SKU59,liquidrepair 1000,LiquidRepair 1000 is used to repair fine cracks of up to 1mm in width on interior and exterior cement rendered surfaces. It is formulated with water repellent properties for long term repair. It comes ready to use; and can be applied even on emulsion painted surfaces.,in stock,new,55,https://ytlcement.my/product/liquidrepair-1000,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/LR_1000_1a5b4bc07c.jpg,ytl cements,Repair solutions
SKU60,hs grout 80 (217),HS Grout 80 (217) is a high strength; high workability; non-shrink cementitious grout specially engineered for IBS precast construction. With excellent high early strength performance and pumpable consistency; it delivers reliable; high quality grouting for critical structural connections and demanding site conditions.,in stock,new,48,https://ytlcement.my/product/HS-Grout-80-217,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/w217_00b87750ae.png,ytl cements,ECODrymix™
SKU61,non-shrink grout (218),Non-Shrink Grout (218) is a high early strength; multi-purpose; non-shrink. pumpable cementitious grout. It is designed with three consistencies – stiff; pourable and flowable. Non-Shrink Grout (218) is a high early strength; multi-purpose; non-shrink; pumpable cementitious grout. It is designed with three consistencies – stiff; pourable; and flowable.,in stock,new,42,https://ytlcement.my/product/non-shrink-grout-218,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/218_13aed277cc.jpg,ytl cements,ECODrymix™
SKU62,shear grout (213),Shear Grout (213) is a high-quality; cement-based grout specially formulated for filling joints between hollow core slabs after installation. Designed as a reliable alternative to conventional site-mixed materials; it ensures consistent performance and a durable finish.,in stock,new,39,https://ytlcement.my/product/shear-grout-213,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/w213_7914daee47.png,ytl cements,ECODrymix™
SKU63,flexipatch (219),Flexipatch (219) is a multi-purpose; non-shrink; pre-mixed cementitious mortar formulated for a wide range of general concrete repair applications. Flexipatch (219) is a multi-purpose; non-shrink; pre-mixed cementitious mortar formulated for a wide range of general concrete repair applications. It is designed to handle a wide range of repair needs -,in stock,new,35,https://ytlcement.my/product/flexipatch-219,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/219_69d48db5a9.jpg,ytl cements,ECODrymix™
SKU64,quickfill (223),QuickFill (223) is a high-strength; cement-based filler formulated to repair pinholes and minor surface defects on both precast and cast-in-situ concrete. Ideal for internal and external applications; QuickFill offers a durable; long-lasting solution for concrete surface finishing and restoration.,in stock,new,22,https://ytlcement.my/product/quickfill-223,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/w223_6660669ae4_e6cbb1cd12.png,ytl cements,Repair solutions
SKU65,quickmix® diy premix plaster,QuickMix® DIY Premix Plaster is the preferred choice for plastering cement. It offers superior bonding strength; versatile usage; and weather resistance. It is also easy to use; making it suitable for indoor and outdoor applications.,in stock,new,7.9,https://ytlcement.my/product/quickmix-diy-premix-plaster,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Artboard_1_2x_100_16_2_dbdec521f0.jpg,ytl cements,Ready-to-use repair solutions
SKU66,quickmix® diy premix tile grout,QuickMix® DIY Premix Tile Grout is a long-lasting; premixed mortar to repair broken grout. It comes in white and grey to match ceramic or mosaic tiles.,in stock,new,10,https://ytlcement.my/product/quickmix-diy-premix-tile-grout,https://cdn.ytlcement.my/ytl-production-media/ytl-media/assets/Artboard_1_2x_100_19_1_1a4727e664.jpg,ytl cements,Ready-to-use repair solutions
